mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,mfcc_41,mfcc_42,mfcc_43,mfcc_44,mfcc_45,mfcc_46,mfcc_47,mfcc_48,mfcc_49,mfcc_50,mfcc_51,mfcc_52,mfcc_53,mfcc_54,mfcc_55,mfcc_56,mfcc_57,mfcc_58,mfcc_59,mfcc_60,mfcc_61,mfcc_62,mfcc_63,mfcc_64,mfcc_65,mfcc_66,mfcc_67,mfcc_68,mfcc_69,mfcc_70,mfcc_71,mfcc_72,mfcc_73,mfcc_74,mfcc_75,mfcc_76,mfcc_77,mfcc_78,mfcc_79,mfcc_80,mfcc_81,mfcc_82,mfcc_83,mfcc_84,mfcc_85,mfcc_86,mfcc_87,mfcc_88,mfcc_89,mfcc_90,mfcc_91,mfcc_92,mfcc_93,mfcc_94,mfcc_95,mfcc_96,mfcc_97,mfcc_98,mfcc_99,mfcc_100,mfcc_101,mfcc_102,mfcc_103,mfcc_104,mfcc_105,mfcc_106,mfcc_107,mfcc_108,mfcc_109,mfcc_110,mfcc_111,mfcc_112,mfcc_113,mfcc_114,mfcc_115,mfcc_116,mfcc_117,mfcc_118,mfcc_119,mfcc_120,mfcc_121,mfcc_122,mfcc_123,mfcc_124,mfcc_125,mfcc_126,mfcc_127,label
-255.31006,94.1544,25.984058,9.9792185,8.274556,7.314698,16.32118,2.1529632,-3.6829603,2.9692185,-10.19194,4.1270847,-6.226349,-9.548088,-0.9396267,-3.2118812,-2.2877872,0.4817542,0.1957362,-6.500681,-3.3953514,3.2718017,-2.563868,-5.843512,-2.5536754,-0.35470366,-2.2430236,-1.2311676,-7.761774,-0.3974822,-6.444908,-2.3907685,1.0632223,1.6508634,4.5133896,2.1190114,-2.3747218,-0.97065914,-2.1658921,2.6981068,3.2661195,6.9810977,5.6470795,7.497341,4.879487,3.2544875,-0.779379,-1.6224581,-2.4225292,0.2504973,1.281105,-0.07898466,-1.9802011,-0.47903115,-1.4290525,-0.2647062,0.011675538,-1.3255545,-3.1327152,-1.9987662,-0.09388933,0.15213904,-0.5348754,-1.3775389,-2.3924167,0.7644922,0.22757782,1.463855,0.11019958,0.52939415,-0.24720198,-0.123066194,-0.35792044,-1.6304233,-0.8140199,-0.34913778,-0.6708036,-0.51049733,-1.8313167,0.052657537,1.3063098,0.27097896,-1.4980925,1.0390344,0.012803584,0.5078868,0.17680967,1.3394787,0.95733005,0.7099523,0.11053873,-0.36491126,0.4625564,0.14532064,-0.082451835,0.47454366,-0.12873244,-0.8216912,-0.63931954,-0.28976437,-0.2880322,-0.73042566,0.048986223,0.28746724,-0.24291559,-0.13219017,0.6645502,0.89764965,-0.330783,0.05926937,0.46392563,-0.015329496,0.028758125,-0.15018167,-0.08298793,-0.2715059,-0.2193093,-0.12242687,-0.036976587,0.037295964,-0.0402029,0.3693972,-0.33983454,0.4008526,0.62801063,0.43023717,0.09747479,-0.10962783,buka
-273.34534,85.31322,29.093065,12.905969,5.267854,8.605074,15.851998,3.165105,-5.989643,3.3536367,-12.193517,3.0598981,-5.7803464,-6.4382744,-1.9641078,-3.8826427,-1.6889707,-1.2119343,-0.31147146,-3.372744,-6.3764515,6.905887,-2.2403123,-6.660691,-3.804582,-5.6649537,-4.2093053,-2.7192202,-5.7725677,-0.38667306,-8.838893,-0.2286752,3.5781643,6.7224326,9.479358,4.7092195,2.9882314,-3.2140956,-2.5790179,0.185592,5.6986227,7.7794027,5.7472267,6.6214833,3.2939582,2.7814975,-0.9532575,-0.5547123,-1.7915535,0.86823845,0.8008598,1.9054093,-1.0940474,-0.19312295,-2.0740666,0.26579335,0.2313239,-1.619837,-3.6160257,-0.5558254,0.9783732,-1.8779806,-2.3152819,-1.6173201,-0.40564287,2.1628935,1.1353862,2.6795032,2.8080733,1.9518723,-0.7554292,-0.7747288,0.0783186,-0.81977016,-1.4197,-0.82197654,0.18819885,-1.4085383,-2.2660809,0.7565112,-0.9916693,-0.6048237,-0.9324894,1.2723911,0.99919564,0.70156014,1.6057544,1.3832513,-0.13571136,-0.6965333,0.6461833,0.08703511,-0.5442185,0.2280795,0.50064975,-0.18532047,-0.25140065,0.13118847,-0.3995494,-0.6810457,-0.66940004,0.12332548,0.3033688,0.97668815,0.85338163,0.41967353,-0.06477133,-0.43922895,-0.81521493,-0.22197491,0.74442905,-0.8552314,-0.329692,-0.18937787,-0.452796,0.3288933,-0.4051751,-1.3469985,0.1429803,-0.024985703,0.059051815,0.4758858,0.7639827,-0.15123035,0.28007427,-0.1080325,-0.53310806,0.032054372,buka
-235.19484,86.80864,34.53443,18.135885,13.15697,10.985534,12.227549,3.832411,-2.5124767,-0.34607977,-14.052672,-2.8086956,-4.732911,-8.213593,-0.9901271,-1.6580664,-4.942048,0.4129568,-3.1048658,-0.657408,-4.832191,1.8964205,-0.32648572,-4.139504,-2.9576612,-0.14147526,-3.1735718,-4.0822544,-4.8800287,-1.2379442,-3.8346148,-2.8509214,-5.1284366,-3.4876091,-2.2555673,-3.8269975,6.077151,4.97261,6.563358,7.5144367,1.6512449,1.2583092,-0.8084534,2.892922,2.4006438,5.464911,2.331757,1.6508725,-0.419741,-0.61150724,-0.12773968,0.62025464,-0.65046316,-0.95168537,-0.71493316,-1.3311679,0.48976645,-1.3301275,-1.6157981,1.5090003,-1.0637712,-0.25881085,-2.4166641,1.4786998,-1.9583749,-0.55031556,-0.8916105,-1.327122,0.35664347,0.088103525,-1.2516977,-1.438777,-0.38575143,1.3176543,0.9733969,2.416231,0.08800015,0.86285615,-2.4829402,-1.1091609,-0.45065755,0.6788231,-0.20656046,-0.1555577,-0.63611376,-0.26001617,-0.8533955,-0.99313223,0.6622011,-0.458126,-0.07997924,-0.20499066,0.37515807,0.3422953,0.45012772,0.20762017,-0.693751,-0.47140574,-0.52419966,0.26123777,-0.9462301,-0.52399266,0.32132345,0.72766834,0.30316427,1.059376,0.34253985,0.46576437,0.5525161,0.38671577,0.16815527,-0.29283684,0.15465152,-0.65985805,-0.3492697,-0.06963535,-0.19810404,-0.811692,0.046901338,-0.7058426,-0.54014444,-0.021497928,-0.33721384,-0.20461312,0.35059944,-0.032926705,-0.2832292,-0.04514468,buka
-206.6161,97.21011,23.798132,17.086378,10.504461,10.501696,15.412551,1.7560313,-5.2374234,-0.69736844,-11.526174,0.36444098,-4.32325,-8.120411,-1.2393757,-5.0048113,-3.0433998,-0.14186475,0.84573925,-1.7688806,-6.675204,5.5435705,-0.5287567,-5.202282,-1.4712578,-2.2920203,-3.3406994,0.9808751,-2.5312824,2.2018542,-3.8748727,-0.43332514,-1.6088214,-0.88731194,-1.7796931,-5.640209,-1.5533969,-4.267112,-4.13491,-2.6143215,-3.4788816,-2.980681,-5.320958,-2.3669994,-1.3748949,6.4067497,7.605463,14.13684,13.611438,11.056232,6.102406,1.4146494,-0.6605424,2.1312966,0.17613596,1.0014809,0.27262664,-1.9000145,-3.228385,0.34493205,1.3502079,-0.22933051,-2.6145341,0.29111004,-0.39719373,0.06303808,0.89700794,-0.34330672,-1.3628895,-2.2211456,0.94554096,0.88310707,0.13219285,-0.9832894,-0.59410286,0.9637082,-0.7437037,-0.37087262,-3.1110876,-0.042762067,-0.8313631,-1.098017,-2.2260938,-1.0695473,-0.7873945,-0.7429671,-0.65527403,-0.8335964,-0.37507793,-0.07456221,0.018379193,-0.40810528,0.4889997,0.32400155,0.525761,0.7831586,0.76432335,0.57273287,0.33808705,0.35903752,-0.64798486,0.7981807,1.1151515,1.4670324,1.0631523,1.0964499,0.54446316,0.42372203,0.8773712,0.82973665,0.99663824,0.58736026,1.2093047,0.43861914,0.48685628,0.10010131,0.4887704,-0.4098397,-0.58057123,-0.9028593,-0.35143524,-0.53859425,-0.92427135,-0.7584858,-0.34898746,-0.7480229,-0.10563231,0.3311566,buka
-179.84766,101.844315,24.284576,9.543778,7.507505,13.935629,17.190588,0.0014024294,-1.3100573,-3.7937832,-13.843169,-1.7722926,-7.225413,-5.8559775,-4.0102053,-4.278399,1.2794304,-2.7595406,-3.7362275,-3.2410822,-7.033686,5.4324603,2.938701,-2.9486408,-1.321454,-0.4176447,-4.1208396,1.6465743,-5.634184,3.5486798,-0.6292355,-0.49193227,-2.9920645,-0.35286808,-3.4972389,-5.4652343,-1.7434868,-7.062906,-2.206707,-1.8702885,-1.998353,-4.4604254,-3.0260377,1.8209128,6.604017,12.950573,12.439574,12.739823,6.0438375,1.6644212,-0.05809491,2.649706,1.6028403,3.4089649,-2.1609776,-2.4615412,-1.2958856,2.0016117,-0.37208247,0.82731026,-2.2613504,-0.124362506,-1.5638654,2.5217388,-1.0970037,-0.592526,-2.2356246,-0.7296273,1.6427846,1.9633021,-1.1355324,-1.4305818,0.8342284,-0.11318986,0.7612693,-1.2093005,-1.789672,0.5749635,-1.9161357,-1.2042198,-3.3357348,-0.65336585,-0.5406156,-0.43948522,-0.7874176,-1.4526078,-2.0108354,-1.402267,-1.1943326,0.14798947,1.969342,0.7864584,1.0419941,0.7920257,0.7760297,0.054166272,-1.433259,-0.49117076,0.34618634,-0.25443417,-0.9317538,0.5310077,1.3948231,1.0894192,1.4111346,0.7886167,0.6674005,-0.13377993,0.30777833,1.255394,0.9481088,-0.17517264,0.06469918,-0.207634,0.05831835,0.23261127,0.66308385,0.32786283,0.3658681,0.41430286,0.5245561,-0.21113475,-0.875308,-0.61299163,-0.41497204,-0.851201,-0.9137684,0.14934458,buka
-227.76617,94.63752,24.480268,11.324579,10.629659,16.753536,15.266011,3.1814299,-2.973018,-0.31797627,-9.585292,-2.4540277,-6.021102,-2.1657333,-2.7890782,-3.939664,-0.5491405,-3.223548,-4.089701,-3.4797044,-2.7574973,5.098345,-1.5479468,-3.2838097,0.41513473,-1.2251644,-3.0661242,-0.18367365,-6.601132,-0.090899706,-3.3986914,-2.194333,-4.7946525,-2.3079817,-2.8146744,-3.2060513,1.4945185,1.9017361,5.08051,4.8384504,0.37881404,-0.91518164,-1.4883707,2.0625353,3.938183,6.720603,6.0359616,7.5303764,3.439229,2.1265287,-1.0158905,-1.173101,-2.0480669,1.7271056,-0.14178982,0.16425565,-0.041148137,-1.6538723,-2.372146,1.4367517,-0.6851443,-1.6629478,-3.3780036,0.09432241,-0.4999587,-0.4283798,0.24684176,-0.5377328,-0.16327201,0.8332368,-0.21909675,-1.0198568,-0.48755187,0.77059954,1.4007552,2.0254893,-0.7711822,0.6155467,-1.5535282,-0.5512021,-1.4466114,0.115791544,-1.3899134,-0.4049495,-0.46913248,-0.6477556,-0.44066507,-0.10585993,-0.0043575307,-0.50329334,-0.8444612,0.498126,0.8719043,0.14966789,0.9707335,1.0407568,-0.36428636,-0.5464725,0.2544862,0.038517453,-0.7827844,-0.6459238,0.20548524,1.7524643,0.5968069,0.63967603,0.4808384,0.17624834,-0.08580123,0.85158104,0.7100588,-0.60059404,-0.11795513,-0.016290868,0.32029933,0.3384176,-0.34514377,-0.028622495,0.43952614,-0.46864343,-0.87584126,-0.7409074,-0.59473765,-0.7707496,-0.21143396,-0.31831846,-0.279229,0.097322054,buka
-237.98587,83.468445,32.57833,19.02098,14.289418,11.010763,12.362096,3.6311922,-0.92812115,0.68687075,-9.201322,-0.47917175,-2.2606564,-4.2059216,-2.0349524,-1.2780662,-4.8969474,-0.55459094,-3.9775944,-1.622894,-4.495507,2.5270631,-0.51595014,-2.5980437,-2.7631025,-1.4938686,-2.6722279,0.1491986,-4.223404,-0.31056595,-3.7742882,-1.754626,-4.0810213,-0.5325277,-1.336426,-0.009750527,2.174001,2.7645586,2.746505,4.3059316,1.709145,1.4535532,0.9993975,2.7068224,2.2487233,2.6730425,0.25273383,2.4783356,0.90523875,2.1878636,0.7441842,0.45392773,-0.8761196,0.5217972,-0.9971541,-0.43948388,0.05868699,-0.7676458,-0.9607029,0.28281555,-1.0245457,-0.24478562,-2.0735037,0.8565967,0.19472522,0.38651112,0.49489465,-0.31433553,-0.26628894,-0.006994805,1.2257886,0.99256545,0.8729604,1.2145637,0.79440993,1.1883214,0.26248255,0.19319773,-0.84299284,0.16311897,-0.7979777,-1.0266908,-1.4331466,0.040860146,-0.99779606,-0.70534927,-0.8232569,-0.56127006,-0.07860047,-0.6640302,0.10882787,-0.10825575,-8.7165834e-05,0.1832034,0.30894247,0.70567906,0.5251464,0.26280376,-0.7443542,-0.29400745,-0.6703797,-0.35480317,-0.0903665,0.5246963,0.26095295,0.33157796,0.23171748,0.8495257,0.3695127,0.8569425,0.78576744,0.6266416,0.25863788,0.31987733,0.58177584,0.2392475,-0.12100922,-0.21526515,-0.05395537,-0.42770958,-0.19997025,-0.46515536,-0.098383926,-0.06528586,-0.566755,-0.13260433,0.14157772,-0.23369925,buka
-183.46765,112.347755,26.649067,14.077061,-0.86019105,6.3508697,11.6261215,3.650203,-4.283312,3.0295882,-12.105988,-7.5356956,-2.66402,-11.656926,-1.550783,0.3972417,-4.42442,0.9382476,1.8720012,-3.0661397,-9.920142,6.4898086,-0.47550672,-4.8681483,-0.3424901,1.1166471,-2.3954036,0.29856434,-5.066399,-1.5450323,-5.747035,-4.9236283,-6.5953655,-3.9030805,-3.8988163,-6.919728,-2.7501442,-5.9494576,-6.045293,3.9352982,7.175179,9.59944,13.231442,10.566562,7.2727256,5.7392926,1.9424857,2.8598437,2.806366,2.709504,0.8705314,0.44248676,-2.4420893,0.86247396,-0.7832139,-1.3897965,0.4621097,0.115632,-1.8970596,1.8801639,-0.041146416,0.32110867,-2.1597455,1.3911616,-0.7495226,-0.0049035586,-0.05742198,0.8721316,0.3215532,-0.6619829,-0.31759936,-0.91420925,-0.77200395,-1.3044679,-1.1479425,-0.307592,-2.6176305,-2.1059406,-3.1257606,-1.930774,-1.3452113,1.5028715,2.1384933,2.4758878,2.6941984,1.9399694,0.60918736,-0.6221557,0.18424095,1.2292092,0.30748972,-0.723919,-0.22643642,-0.20892744,0.3548786,0.26007804,-0.24950176,-1.016821,-1.8390323,-1.1088848,-0.2652244,0.27623707,0.029238027,1.4092225,0.26354855,0.33387926,0.28666067,-0.53567433,-0.53718686,0.50457394,-0.0011208388,-0.063711785,0.45527047,-0.25306207,0.63315064,0.9546069,0.004803208,0.36672977,1.1722372,0.4222466,0.42420858,0.8189135,0.39883757,0.41517836,0.4892341,-0.22296411,-0.22533496,0.29145193,buka
-218.953,102.60766,28.314388,15.15136,10.896097,10.448159,12.904858,0.45597875,-4.396181,2.074777,-8.764848,-4.066003,-1.837211,-7.3876443,-3.595219,-3.2791002,-3.0154276,-1.772619,-0.7055043,-3.839833,-4.162256,4.698211,-2.6491575,-2.8462918,1.3322622,-1.624189,-2.654781,0.17318471,-7.0473228,-0.21457309,-2.973082,-4.545632,-6.770953,-0.040987678,-4.0068126,-6.6015663,-4.167978,-5.4399457,0.01013221,7.2009444,9.228725,10.865568,6.8645167,3.9085586,1.3718023,0.16166772,0.17184636,3.6891615,1.2835371,0.9378472,-0.75813866,1.1033596,1.8404838,2.6889982,-0.734351,-2.6177185,0.31078368,-0.314962,0.26172617,0.8245858,-2.6182249,-0.49594873,-0.60183984,1.2342359,-2.4956157,-1.0444931,0.0035149427,1.9307282,-1.2959676,-1.4363345,-1.224642,-0.6890489,0.64390284,-2.1903703,-1.5125331,-1.0900112,-1.3717161,-1.6526366,-1.1385653,0.8787663,1.2074131,1.4002285,-0.2653336,0.30709216,-0.5299574,-0.43329173,-0.6693292,1.3279071,0.2843026,-0.6261604,-0.970269,0.13383791,0.014607265,-0.4425552,-0.07860792,0.42917955,-1.0500685,-0.8318688,-0.5602475,-0.74925053,-1.6262611,-0.4244185,0.41724697,0.97388065,0.022597538,0.5903063,-0.3314767,-0.6675087,-0.073599756,0.5268274,0.5732911,0.300137,0.29223514,-0.14539915,-0.22227912,0.33566317,0.43081972,0.36130378,-0.41049287,0.5058638,-0.10577761,-0.5563301,-0.20898059,0.38284975,-0.60988307,0.22441106,-0.35327458,-0.71003485,buka
-265.67188,100.59479,31.45956,17.590685,10.996255,7.2907724,10.054392,1.9140707,-3.6661496,0.4038506,-9.5473,-3.045555,-4.612451,-7.5085783,-3.7230735,-2.7208302,-3.9966383,-1.07291,-2.019254,-1.8074611,-4.798808,5.752426,-1.9935678,-3.7280407,-2.4338377,-4.406066,-4.65322,-0.7113633,-5.6792345,-1.9980454,-3.7446613,-4.258795,-4.7976704,3.696783,2.3856268,4.271163,5.7337146,0.7729498,0.71172273,-0.15002017,-1.1081977,2.6116824,0.03750631,0.14169192,0.69255704,2.2340977,2.6723783,6.1459327,3.0551445,2.3986876,-1.7203327,-0.8685097,-0.2759183,1.7240422,-1.2352074,0.27642685,1.408131,-0.9833915,-2.4667137,-1.4404,-1.7359589,-0.15062284,-2.0028815,-1.3662722,-2.1893706,0.18942443,-0.66159314,0.09156966,0.04417355,3.132475,3.4238868,1.7252101,0.4876525,-0.719611,0.76891524,-0.30797574,0.39185774,0.30708125,-0.61871743,-1.1707399,-1.3230115,0.5890738,-0.09799092,-0.20551935,-0.16308248,-0.36797684,-1.9721994,-0.7829711,0.3813255,-0.21604636,-1.950548,-1.6240678,-0.034496125,-0.4243947,-0.22252707,-0.08800334,0.27310956,0.06068517,-0.7627723,-0.696625,-0.7548357,0.17570718,1.2308153,1.5172926,0.66739047,0.53054893,-0.07615938,-0.28409052,0.5431169,0.27041212,-0.13317464,1.0741247,0.8087614,0.3792916,-0.42464796,0.5084133,0.013082853,0.19103648,-0.2767706,-0.34035724,-0.53694636,-0.38428,-0.5153314,-0.15226035,-0.20371157,0.10670908,-0.08421765,-0.18039955,buka
-265.10928,98.62935,26.380236,24.265785,14.79081,8.532552,9.557993,-4.484777,0.46889493,1.9483895,-9.219202,1.2282954,-5.4529157,-9.171558,-5.190262,1.2432222,-7.3303833,-4.9237995,-0.20893544,-3.75741,-3.4468327,2.6971376,-1.2079352,-3.6070156,-3.9537232,-2.4428773,-3.573304,-1.3039825,-6.6569934,-0.84683836,-4.8418217,-3.369258,-5.163064,-2.2082124,0.40119675,1.559649,3.191251,4.017308,1.2722297,1.3241857,-0.11578982,0.6492294,-1.6494613,-1.0854331,1.7749491,4.673251,2.6656685,7.1610284,5.6074185,3.1806757,-0.48680803,-1.5651011,-1.5430669,1.4558283,0.0062289457,-2.6190288,-2.2091596,-2.3422432,-1.4711119,0.82635236,-0.9271896,-1.0684655,-2.092243,-1.1564264,-0.89672506,0.20879403,-0.84736913,-0.42749143,-0.40484366,1.1713601,1.7714375,1.8629636,0.6168057,0.7163197,1.1370697,0.07779821,-0.776097,-0.777907,0.14751092,-0.06407536,-0.04839663,0.6666606,-0.32746926,0.019959122,-0.55758184,-0.67943126,-1.0346727,-1.5789113,-0.9353631,0.19237092,-0.47482958,-0.23893906,0.12424918,0.19661446,0.124072805,0.8264049,0.40982825,-0.17314811,-0.74729866,-0.71625376,-0.100314625,-0.32038152,0.09131276,1.3041978,1.4601394,1.1048584,-0.024652181,-0.2949961,-0.17052233,0.5696579,0.810404,0.66917074,0.47588027,-0.21944052,0.19378461,0.64626026,-0.029338866,-0.40963525,-0.32151386,-0.82669926,-1.1602714,-0.7500746,-0.4821292,-0.12792636,-0.44068733,-0.49516976,-0.6352853,-0.14551629,buka
-254.42166,97.27506,29.904228,19.008358,8.502569,9.011157,16.220482,4.1755166,-4.5732737,6.713737,-9.120854,-4.5890775,-9.340668,-7.837924,-1.0528004,-2.9527094,-3.2136924,-1.4552492,-5.094326,-3.2793553,-1.7691281,1.0061153,-1.4101661,-1.830905,-6.5614386,0.13710667,-3.8548827,-1.2743367,-5.0513287,-2.1036875,-7.8263683,-2.8624551,-1.2051127,-3.516031,3.3929627,3.704374,7.459611,7.677099,3.3633652,2.3934612,-1.5724609,3.545921,2.6285882,4.6057067,3.8671017,4.2441688,3.394369,3.4537,0.5341149,-0.92905116,-1.8952571,-1.6481358,-0.7493143,1.581596,-1.6728439,-1.8365785,-2.529808,-0.7717121,0.4266627,-2.1926804,-2.7335703,-0.7342061,-2.015763,-0.51871204,-1.5934473,-2.1898541,-1.3490789,-0.4930636,-0.8277348,-0.0114218015,2.0670092,2.2640066,2.0256097,1.021227,0.13886793,0.4496309,-1.3072493,-0.08169362,0.6430923,0.6866091,-0.9880537,-0.78603935,0.00558837,0.16303368,-0.4330145,-0.51488143,-0.52839565,-0.61758655,-0.056333464,0.59318084,0.5443949,0.16442826,-0.47728002,0.82079405,-0.02979878,0.32897338,0.3992215,-0.9368706,-0.64650613,0.16063987,0.2704821,-0.5935548,0.042718954,0.88177687,0.4850711,0.4357997,0.8356859,-0.0037692217,-0.7986879,0.33447155,0.41529927,-0.42606238,-0.20261925,0.9330586,0.35127744,-0.087829456,-0.31696936,-0.60220903,-0.4055322,-0.1835925,0.038924534,-0.12910855,-0.08984466,-0.06689266,-0.13424692,-0.22713442,-0.5841967,-0.15304226,buka
-293.9596,90.4222,37.9729,23.803001,13.977203,11.11866,12.966019,7.3491626,0.2524785,5.3986964,-11.185003,-3.8858423,-3.8112948,-0.4155088,3.8751786,-0.08845504,-4.8584247,-0.1537445,-3.8082182,-2.05772,-2.6182775,2.0763006,1.2714272,-1.9039786,-4.2168436,-1.4044423,-3.755676,-1.8589091,-3.3523457,-2.771831,-5.8225665,-3.4307394,-3.3508608,-3.6121438,-0.56458074,2.744474,8.738819,7.499939,4.813736,2.16965,-0.14160468,1.0206624,0.46974975,3.486964,1.4496273,2.6483963,1.4310006,2.214029,2.7952335,2.7400873,0.34506357,-0.3667085,-0.64807916,0.55423737,0.6884508,0.64970607,-2.0310462,-0.40743825,0.90765095,1.3171332,-0.62992954,-0.2413573,-1.3050165,0.5786791,-0.99553925,0.07775726,-0.8167159,-0.06111999,-1.4171637,-0.70010614,0.7764775,1.5244502,2.4078012,1.8245245,0.7952652,0.8490185,-1.4676499,-2.0897226,-1.8964087,-0.09950624,-0.25360528,-1.2235507,-0.93381256,-1.2281685,-1.2095065,-0.6036968,-0.92024904,-0.72515523,-1.0146203,-1.0432352,-0.73166203,-0.13337496,-0.8146197,-0.8511439,-0.5055182,0.21535198,0.17859057,0.5412911,-1.1668347,-0.7507789,-0.76768214,-0.40944374,-0.09666549,0.035719343,0.4686124,0.9628794,1.1955214,0.6148388,-0.3667566,0.43380073,1.0020577,0.8120769,0.4673063,0.43998864,0.3716483,-0.28223914,-0.04137457,-0.14148313,-0.47318983,-0.67912334,0.5414905,-0.49708098,-0.8896879,-0.070024505,0.06312005,0.5281933,0.8290547,-0.3787059,buka
-257.46695,87.960106,41.03483,22.150782,17.65031,12.057766,12.939126,8.403321,5.225197,3.0052605,-6.8419156,-1.7217349,-4.620942,-0.62943256,1.0822489,1.5451459,-3.8955052,-1.653181,-3.8862731,-1.0996827,-3.3891587,0.6857886,-0.55171597,0.014811141,-3.6398973,1.3467437,-0.46025875,0.11008415,-1.9163693,-1.0972978,-3.68669,-1.0953028,-1.1147914,-1.8436283,-3.0254674,-2.2853124,-0.37061194,0.7127687,1.3995368,3.9886587,3.441934,3.4742565,-0.9566147,0.24697413,1.013503,4.057724,2.8322701,2.5991073,0.009273375,1.2243952,0.43471,0.8286053,-1.7671816,-0.96125245,-1.0462111,0.23569867,-1.0699015,-1.2442689,-1.0635219,-0.33793807,-0.84199935,0.59376305,-0.8792869,-0.032045227,-1.183578,-0.31262776,-1.1191056,0.23416653,-0.5178131,0.6207144,0.6019234,0.06274166,-0.4178866,0.015966116,0.15969525,0.05270407,0.012230924,-0.14086697,-0.56120116,-0.45387694,-0.7498846,-0.15821019,-0.5896746,-0.983819,-0.714516,0.31463447,0.13746579,-1.064776,-0.29836628,0.14752282,0.58173394,-0.15713014,-0.026001351,0.6998457,0.18241175,0.3956197,-0.12582491,-0.21991429,-0.13898304,-0.52438945,-0.1714306,-0.45301348,0.4371085,0.549528,0.09621175,-0.04994082,0.03491388,-0.030688945,-0.038991917,0.1429468,0.55279756,0.48984933,0.25656718,0.19110262,0.40085974,0.36819133,0.1350843,0.175368,0.014048811,0.24765238,-0.30364016,-0.32224298,0.07377334,-0.08582745,-0.021625863,0.09299521,0.0384754,0.10139028,buka
-200.0743,88.69648,26.499514,14.571659,13.5211115,14.227402,13.7924385,-0.21224229,1.6753352,3.3560638,-4.329929,-1.9570743,-6.0336194,-3.9419978,-1.331736,1.5338516,-2.5940375,-2.9688041,-4.0486135,-3.0696018,-2.3333015,2.933396,-0.9899528,-2.7250998,-4.54738,0.78675157,-0.4110685,0.32566682,-3.7427373,-2.1130395,-5.1248517,-0.39636657,-0.3440591,-2.8886254,-1.139301,-1.3850746,-1.3317629,-0.13995726,-0.08181551,2.2268138,1.6592485,3.0458403,0.17266053,1.0677354,-0.3392905,4.150835,2.9933965,4.5004997,2.5734596,2.2427242,1.2862931,0.543259,-0.3115873,-0.78560024,-0.050263956,1.070563,-0.14563742,1.148266,-0.34098208,-1.4329817,-1.093045,-0.2063302,-0.6631483,-0.90902734,-1.3973564,-0.09786677,-0.42630863,0.07506828,-0.7960929,0.24525812,0.6162844,0.5701719,1.0228828,0.2909587,-0.37731004,0.10425886,-0.82157516,0.11452915,-0.9103027,0.4396479,0.27825135,0.1960441,-0.4479087,-1.23092,-0.50988877,0.17232333,0.21009205,-1.3968424,-0.5020084,-0.3228558,-0.07979734,0.106816955,-0.86835706,0.10250181,0.10109423,0.24138403,-0.19834907,-0.2291242,0.15712403,-0.13425726,-0.32597268,-0.30299315,0.25492918,0.34854645,0.39422235,0.25232074,0.01194093,0.15674776,0.23507844,0.15045331,0.78668624,0.09826663,-0.10427594,-0.17750973,0.13819425,0.029515795,-0.06355209,-0.20674862,0.04156831,-0.1625803,0.13108619,0.059379306,-0.16343856,-0.218413,0.23531553,-0.0906492,-0.66033286,0.011261544,buka
